Variable_1,Variable_2,Value
23: JER,61: 2CO,0.47763702
24: LAM,61: 2CO,0.6471338
25: EZK,61: 2CO,0.49923253
26: DAN,61: 2CO,0.61501616
27: HOS,61: 2CO,0.5796128
28: JOL,61: 2CO,0.64760876
29: AMO,61: 2CO,0.6315267
30: OBA,61: 2CO,0.78915364
31: JON,61: 2CO,0.7908502
32: MIC,61: 2CO,0.65336317
33: NAM,61: 2CO,0.72603583
34: HAB,61: 2CO,0.72120863
35: ZEP,61: 2CO,0.68657696
36: HAG,61: 2CO,0.7397793
37: ZEC,61: 2CO,0.5783868
38: MAL,61: 2CO,0.7793836
54: MAT,61: 2CO,0.6264768
55: MRK,61: 2CO,0.65007377
56: LUK,61: 2CO,0.73803234
57: JHN,61: 2CO,0.6606643
58: ACT,61: 2CO,0.6051252
59: ROM,61: 2CO,0.9366641
60: 1CO,61: 2CO,0.7862217
61: 2CO,61: 2CO,0.9999998
62: GAL,61: 2CO,0.9307864
63: EPH,61: 2CO,0.9381254
64: PHP,61: 2CO,0.95156515
65: COL,61: 2CO,0.9325571
66: 1TH,61: 2CO,0.89436054
67: 2TH,61: 2CO,0.889033
68: 1TI,61: 2CO,0.88628775
69: 2TI,61: 2CO,0.8986724
70: TIT,61: 2CO,0.88218844
71: PHM,61: 2CO,0.8857768
72: HEB,61: 2CO,0.7939629
73: JAS,61: 2CO,0.8363471
74: 1PE,61: 2CO,0.94566447
75: 2PE,61: 2CO,0.85472804
76: 1JN,61: 2CO,0.8108261
77: 2JN,61: 2CO,0.83147985
78: 3JN,61: 2CO,0.8513144
79: JUD,61: 2CO,0.86372906
80: REV,61: 2CO,0.44567096
0: GEN,62: GAL,0.6136064
1: EXO,62: GAL,0.45794016
2: LEV,62: GAL,0.58729196
3: NUM,62: GAL,0.6393246
4: DEU,62: GAL,0.5547228
5: JOS,62: GAL,0.5349255
6: JDG,62: GAL,0.5062169
7: RUT,62: GAL,0.79730844
8: 1SA,62: GAL,0.54578704
9: 2SA,62: GAL,0.5630207
10: 1KI,62: GAL,0.580665
11: 2KI,62: GAL,0.5732194
12: 1CH,62: GAL,0.5693575
13: 2CH,62: GAL,0.6189941
14: EZR,62: GAL,0.7083949
15: NEH,62: GAL,0.60451746
16: EST,62: GAL,0.68420225
17: JOB,62: GAL,0.58293056
18: PSA,62: GAL,0.59798455
19: PRO,62: GAL,0.5907781
20: ECC,62: GAL,0.75456524
21: SNG,62: GAL,0.74001825
22: ISA,62: GAL,0.47367388
23: JER,62: GAL,0.5754987
24: LAM,62: GAL,0.6714657
25: EZK,62: GAL,0.56478155
26: DAN,62: GAL,0.6556374
27: HOS,62: GAL,0.5660618
28: JOL,62: GAL,0.67331386
29: AMO,62: GAL,0.6597808
30: OBA,62: GAL,0.85153365
31: JON,62: GAL,0.85463154
32: MIC,62: GAL,0.68449455
33: NAM,62: GAL,0.7591886
34: HAB,62: GAL,0.742361
35: ZEP,62: GAL,0.71552926
36: HAG,62: GAL,0.8097703
37: ZEC,62: GAL,0.62750494
38: MAL,62: GAL,0.82816577
54: MAT,62: GAL,0.793008
55: MRK,62: GAL,0.7670334
56: LUK,62: GAL,0.87855864
57: JHN,62: GAL,0.77628666
58: ACT,62: GAL,0.69166356
59: ROM,62: GAL,0.9175328
60: 1CO,62: GAL,0.8237126
61: 2CO,62: GAL,0.9307864
62: GAL,62: GAL,1
63: EPH,62: GAL,0.94154775
64: PHP,62: GAL,0.97494674
65: COL,62: GAL,0.94991225
66: 1TH,62: GAL,0.9389073
67: 2TH,62: GAL,0.93926173
68: 1TI,62: GAL,0.9342744
69: 2TI,62: GAL,0.94724554
70: TIT,62: GAL,0.92905855
71: PHM,62: GAL,0.9440524
72: HEB,62: GAL,0.8466419
73: JAS,62: GAL,0.896261
74: 1PE,62: GAL,0.95087415
75: 2PE,62: GAL,0.9085187
76: 1JN,62: GAL,0.88991654
77: 2JN,62: GAL,0.9148357
78: 3JN,62: GAL,0.9179031
79: JUD,62: GAL,0.92031103
80: REV,62: GAL,0.49968317
0: GEN,63: EPH,0.4606811
1: EXO,63: EPH,0.39007547
2: LEV,63: EPH,0.56251174
3: NUM,63: EPH,0.5757592
4: DEU,63: EPH,0.51406544
5: JOS,63: EPH,0.40600902
6: JDG,63: EPH,0.43103975
7: RUT,63: EPH,0.69104064
8: 1SA,63: EPH,0.49661255
9: 2SA,63: EPH,0.4882966
10: 1KI,63: EPH,0.5858717
11: 2KI,63: EPH,0.4573976
12: 1CH,63: EPH,0.5502621
13: 2CH,63: EPH,0.6372437
14: EZR,63: EPH,0.70829374
15: NEH,63: EPH,0.53756446
16: EST,63: EPH,0.65764517
17: JOB,63: EPH,0.52909285
18: PSA,63: EPH,0.6346872
19: PRO,63: EPH,0.6106691
20: ECC,63: EPH,0.75010186
21: SNG,63: EPH,0.67795104
22: ISA,63: EPH,0.52209705
23: JER,63: EPH,0.51482964
24: LAM,63: EPH,0.64480746
25: EZK,63: EPH,0.4765054
26: DAN,63: EPH,0.68800294
27: HOS,63: EPH,0.5625987
28: JOL,63: EPH,0.65405035
29: AMO,63: EPH,0.6352906
30: OBA,63: EPH,0.80609506
31: JON,63: EPH,0.7911709
32: MIC,63: EPH,0.67307305
33: NAM,63: EPH,0.73798245
34: HAB,63: EPH,0.747357
35: ZEP,63: EPH,0.70058495
36: HAG,63: EPH,0.76062596
37: ZEC,63: EPH,0.5973978
38: MAL,63: EPH,0.79599905
54: MAT,63: EPH,0.6876674
55: MRK,63: EPH,0.65740967
56: LUK,63: EPH,0.79360795
57: JHN,63: EPH,0.6273364
58: ACT,63: EPH,0.69401985
59: ROM,63: EPH,0.9292754
60: 1CO,63: EPH,0.8350101
61: 2CO,63: EPH,0.9381254
62: GAL,63: EPH,0.94154775
63: EPH,63: EPH,1
64: PHP,63: EPH,0.96000177
65: COL,63: EPH,0.9869706
66: 1TH,63: EPH,0.92976546
67: 2TH,63: EPH,0.92066956
68: 1TI,63: EPH,0.9480809
69: 2TI,63: EPH,0.9406491
70: TIT,63: EPH,0.9140235
71: PHM,63: EPH,0.9066025
72: HEB,63: EPH,0.7866764
73: JAS,63: EPH,0.8787734
74: 1PE,63: EPH,0.96870834
75: 2PE,63: EPH,0.888535
76: 1JN,63: EPH,0.82164395
77: 2JN,63: EPH,0.85495675
78: 3JN,63: EPH,0.8787454
79: JUD,63: EPH,0.8998444
80: REV,63: EPH,0.478602
0: GEN,64: PHP,0.5686358
1: EXO,64: PHP,0.4909015
2: LEV,64: PHP,0.56255907
3: NUM,64: PHP,0.5897218
4: DEU,64: PHP,0.5594854
5: JOS,64: PHP,0.52860856
6: JDG,64: PHP,0.50339454
7: RUT,64: PHP,0.8057826
8: 1SA,64: PHP,0.55981845
9: 2SA,64: PHP,0.57089853
10: 1KI,64: PHP,0.5873456
11: 2KI,64: PHP,0.53386205
12: 1CH,64: PHP,0.604595
13: 2CH,64: PHP,0.6168334
14: EZR,64: PHP,0.70328754
15: NEH,64: PHP,0.6034707
16: EST,64: PHP,0.6876711
17: JOB,64: PHP,0.62605405
18: PSA,64: PHP,0.66818
19: PRO,64: PHP,0.62724555
20: ECC,64: PHP,0.781928
21: SNG,64: PHP,0.7880013
22: ISA,64: PHP,0.5306335
23: JER,64: PHP,0.5744723
24: LAM,64: PHP,0.7209376
25: EZK,64: PHP,0.5568651
26: DAN,64: PHP,0.64418274
27: HOS,64: PHP,0.6261242
28: JOL,64: PHP,0.71353424
29: AMO,64: PHP,0.6940429
30: OBA,64: PHP,0.8767296
31: JON,64: PHP,0.8786158
32: MIC,64: PHP,0.7299482
33: NAM,64: PHP,0.81223285
34: HAB,64: PHP,0.79927516
35: ZEP,64: PHP,0.75419116
36: HAG,64: PHP,0.8164782
37: ZEC,64: PHP,0.6507844
38: MAL,64: PHP,0.8384124
54: MAT,64: PHP,0.77350986
55: MRK,64: PHP,0.7625791
56: LUK,64: PHP,0.8620059
57: JHN,64: PHP,0.7555429
58: ACT,64: PHP,0.7062079
59: ROM,64: PHP,0.92261416
60: 1CO,64: PHP,0.8470461
61: 2CO,64: PHP,0.95156515
62: GAL,64: PHP,0.97494674
63: EPH,64: PHP,0.96000177
64: PHP,64: PHP,1.0000001
65: COL,64: PHP,0.9734217
66: 1TH,64: PHP,0.9656805
67: 2TH,64: PHP,0.9602184
68: 1TI,64: PHP,0.9555165
69: 2TI,64: PHP,0.9723863
70: TIT,64: PHP,0.94818634
71: PHM,64: PHP,0.96098745
72: HEB,64: PHP,0.81418383
73: JAS,64: PHP,0.92242557
74: 1PE,64: PHP,0.9785746
75: 2PE,64: PHP,0.9327207
76: 1JN,64: PHP,0.8978052
77: 2JN,64: PHP,0.9203771
78: 3JN,64: PHP,0.9331916
79: JUD,64: PHP,0.9383413
80: REV,64: PHP,0.55047554
0: GEN,65: COL,0.5115795
1: EXO,65: COL,0.4667869
2: LEV,65: COL,0.62766445
3: NUM,65: COL,0.6136151
4: DEU,65: COL,0.5888255
5: JOS,65: COL,0.45893347
6: JDG,65: COL,0.47737813
7: RUT,65: COL,0.7567405
8: 1SA,65: COL,0.5471403
9: 2SA,65: COL,0.52923894
10: 1KI,65: COL,0.62481636
11: 2KI,65: COL,0.52998877
12: 1CH,65: COL,0.57487446
13: 2CH,65: COL,0.6760891
14: EZR,65: COL,0.7272594
15: NEH,65: COL,0.57475597
16: EST,65: COL,0.6902699
17: JOB,65: COL,0.60251844
18: PSA,65: COL,0.66721004
19: PRO,65: COL,0.65334016
20: ECC,65: COL,0.7908491
21: SNG,65: COL,0.74478596
22: ISA,65: COL,0.5682854
23: JER,65: COL,0.58724856
24: LAM,65: COL,0.7170092
25: EZK,65: COL,0.56876725
26: DAN,65: COL,0.68909305
27: HOS,65: COL,0.63185066
28: JOL,65: COL,0.7243408
29: AMO,65: COL,0.7180067
30: OBA,65: COL,0.8647835
31: JON,65: COL,0.8467938
32: MIC,65: COL,0.74118847
33: NAM,65: COL,0.8108616
34: HAB,65: COL,0.815103
35: ZEP,65: COL,0.7668646
36: HAG,65: COL,0.8296523
37: ZEC,65: COL,0.672924
38: MAL,65: COL,0.85837954
54: MAT,65: COL,0.7280578
55: MRK,65: COL,0.7072548
56: LUK,65: COL,0.83021766
57: JHN,65: COL,0.6689413
58: ACT,65: COL,0.7264866
59: ROM,65: COL,0.91064996
60: 1CO,65: COL,0.8384826
61: 2CO,65: COL,0.9325571
62: GAL,65: COL,0.94991225
63: EPH,65: COL,0.9869706
64: PHP,65: COL,0.9734217
65: COL,65: COL,0.99999994
66: 1TH,65: COL,0.9563022
67: 2TH,65: COL,0.95869225
68: 1TI,65: COL,0.95795345
69: 2TI,65: COL,0.9638139
70: TIT,65: COL,0.94780403
71: PHM,65: COL,0.9463975
72: HEB,65: COL,0.8057392
73: JAS,65: COL,0.9269338
74: 1PE,65: COL,0.98775154
75: 2PE,65: COL,0.93729895
76: 1JN,65: COL,0.8624324
77: 2JN,65: COL,0.90690523
78: 3JN,65: COL,0.9282547
79: JUD,65: COL,0.9436548
80: REV,65: COL,0.55674124
0: GEN,66: 1TH,0.60914123
1: EXO,66: 1TH,0.6423961
2: LEV,66: 1TH,0.59129196
3: NUM,66: 1TH,0.6598652
4: DEU,66: 1TH,0.669346
5: JOS,66: 1TH,0.6153172
6: JDG,66: 1TH,0.61213356
7: RUT,66: 1TH,0.86709505
8: 1SA,66: 1TH,0.65080374
9: 2SA,66: 1TH,0.6671295
10: 1KI,66: 1TH,0.66837907
11: 2KI,66: 1TH,0.6330918
12: 1CH,66: 1TH,0.65679866
13: 2CH,66: 1TH,0.7035646
14: EZR,66: 1TH,0.7787415
15: NEH,66: 1TH,0.67242986
16: EST,66: 1TH,0.7224251
17: JOB,66: 1TH,0.61252135
18: PSA,66: 1TH,0.70006114
19: PRO,66: 1TH,0.6262677
20: ECC,66: 1TH,0.79075253
21: SNG,66: 1TH,0.8001945
22: ISA,66: 1TH,0.60664135
23: JER,66: 1TH,0.65211433
24: LAM,66: 1TH,0.769479
25: EZK,66: 1TH,0.5934266
26: DAN,66: 1TH,0.7018258
27: HOS,66: 1TH,0.69749755
28: JOL,66: 1TH,0.81092787
29: AMO,66: 1TH,0.7798241
30: OBA,66: 1TH,0.94549024
31: JON,66: 1TH,0.9427437
32: MIC,66: 1TH,0.81816614
33: NAM,66: 1TH,0.8698298
34: HAB,66: 1TH,0.85493404
35: ZEP,66: 1TH,0.8464925
36: HAG,66: 1TH,0.89868534
37: ZEC,66: 1TH,0.7420583
38: MAL,66: 1TH,0.90182173
54: MAT,66: 1TH,0.7862342
55: MRK,66: 1TH,0.76935804
56: LUK,66: 1TH,0.8639521
57: JHN,66: 1TH,0.7280618
58: ACT,66: 1TH,0.7784698
59: ROM,66: 1TH,0.8627262
60: 1CO,66: 1TH,0.83109576
61: 2CO,66: 1TH,0.89436054
62: GAL,66: 1TH,0.9389073
63: EPH,66: 1TH,0.92976546
64: PHP,66: 1TH,0.9656805
65: COL,66: 1TH,0.9563022
66: 1TH,66: 1TH,1
67: 2TH,66: 1TH,0.9891714
68: 1TI,66: 1TH,0.9528467
69: 2TI,66: 1TH,0.9819723
70: TIT,66: 1TH,0.97697
71: PHM,66: 1TH,0.98434675
72: HEB,66: 1TH,0.80916667
73: JAS,66: 1TH,0.9309815
74: 1PE,66: 1TH,0.9653847
75: 2PE,66: 1TH,0.9600328
76: 1JN,66: 1TH,0.88555837
77: 2JN,66: 1TH,0.9628274
78: 3JN,66: 1TH,0.97521144
79: JUD,66: 1TH,0.9790128
80: REV,66: 1TH,0.5825105
0: GEN,67: 2TH,0.6385274
1: EXO,67: 2TH,0.64136475
2: LEV,67: 2TH,0.63877726
3: NUM,67: 2TH,0.6603466
4: DEU,67: 2TH,0.71596926
5: JOS,67: 2TH,0.6099699
6: JDG,67: 2TH,0.62135136
7: RUT,67: 2TH,0.8761445
8: 1SA,67: 2TH,0.6615252
9: 2SA,67: 2TH,0.65196836
10: 1KI,67: 2TH,0.68494225
11: 2KI,67: 2TH,0.6705808
12: 1CH,67: 2TH,0.6291019
13: 2CH,67: 2TH,0.725343
14: EZR,67: 2TH,0.7672534
15: NEH,67: 2TH,0.6496148
16: EST,67: 2TH,0.7329382
17: JOB,67: 2TH,0.6606036
18: PSA,67: 2TH,0.7085581
19: PRO,67: 2TH,0.6800166
20: ECC,67: 2TH,0.82753074
21: SNG,67: 2TH,0.8163427
22: ISA,67: 2TH,0.6449745
23: JER,67: 2TH,0.68479735
24: LAM,67: 2TH,0.79852355
25: EZK,67: 2TH,0.650865
26: DAN,67: 2TH,0.7143927
27: HOS,67: 2TH,0.7314261
28: JOL,67: 2TH,0.8303181
29: AMO,67: 2TH,0.8258433
30: OBA,67: 2TH,0.9620314
31: JON,67: 2TH,0.95228565
32: MIC,67: 2TH,0.8493563
33: NAM,67: 2TH,0.9041413
34: HAB,67: 2TH,0.8935868
35: ZEP,67: 2TH,0.8722163
36: HAG,67: 2TH,0.92474705
37: ZEC,67: 2TH,0.7864863
38: MAL,67: 2TH,0.935618
54: MAT,67: 2TH,0.7791852
55: MRK,67: 2TH,0.7790174
56: LUK,67: 2TH,0.8628023
57: JHN,67: 2TH,0.7503286
58: ACT,67: 2TH,0.75944597
59: ROM,67: 2TH,0.84453064
60: 1CO,67: 2TH,0.8043152
61: 2CO,67: 2TH,0.889033
62: GAL,67: 2TH,0.93926173
63: EPH,67: 2TH,0.92066956
64: PHP,67: 2TH,0.9602184
65: COL,67: 2TH,0.95869225
66: 1TH,67: 2TH,0.9891714
67: 2TH,67: 2TH,1.0000002
68: 1TI,67: 2TH,0.9485817
69: 2TI,67: 2TH,0.9801871
70: TIT,67: 2TH,0.9820188
71: PHM,67: 2TH,0.99155456
72: HEB,67: 2TH,0.8311758
73: JAS,67: 2TH,0.95719826
74: 1PE,67: 2TH,0.972883
75: 2PE,67: 2TH,0.9834502
76: 1JN,67: 2TH,0.9150781
77: 2JN,67: 2TH,0.97845083
78: 3JN,67: 2TH,0.9896977
79: JUD,67: 2TH,0.9889399
80: REV,67: 2TH,0.60888875
0: GEN,68: 1TI,0.5045198
1: EXO,68: 1TI,0.5139666
2: LEV,68: 1TI,0.5655396
3: NUM,68: 1TI,0.54525465
4: DEU,68: 1TI,0.5943526
5: JOS,68: 1TI,0.49683014
6: JDG,68: 1TI,0.5169909
7: RUT,68: 1TI,0.77644396
8: 1SA,68: 1TI,0.52879786
9: 2SA,68: 1TI,0.6068203
10: 1KI,68: 1TI,0.60800636
11: 2KI,68: 1TI,0.51922107
12: 1CH,68: 1TI,0.5740448
13: 2CH,68: 1TI,0.62472117
14: EZR,68: 1TI,0.722819
15: NEH,68: 1TI,0.59945136
16: EST,68: 1TI,0.71525246
17: JOB,68: 1TI,0.5278427
18: PSA,68: 1TI,0.60978085
19: PRO,68: 1TI,0.72998303
20: ECC,68: 1TI,0.8066565
21: SNG,68: 1TI,0.73291427
22: ISA,68: 1TI,0.52755976
23: JER,68: 1TI,0.5943984
24: LAM,68: 1TI,0.6727581
25: EZK,68: 1TI,0.50528234
26: DAN,68: 1TI,0.66341543
27: HOS,68: 1TI,0.6274828
28: JOL,68: 1TI,0.71179736
29: AMO,68: 1TI,0.7176258
30: OBA,68: 1TI,0.8685072
31: JON,68: 1TI,0.8445521
32: MIC,68: 1TI,0.73903316
33: NAM,68: 1TI,0.8045316
34: HAB,68: 1TI,0.79518837
35: ZEP,68: 1TI,0.74836713
36: HAG,68: 1TI,0.82021785
37: ZEC,68: 1TI,0.64701635
38: MAL,68: 1TI,0.83283955
54: MAT,68: 1TI,0.7681259
55: MRK,68: 1TI,0.7242563
56: LUK,68: 1TI,0.8365548
57: JHN,68: 1TI,0.7041304
58: ACT,68: 1TI,0.7163739
59: ROM,68: 1TI,0.8814264
60: 1CO,68: 1TI,0.85628724
61: 2CO,68: 1TI,0.88628775
62: GAL,68: 1TI,0.9342744
63: EPH,68: 1TI,0.9480809
64: PHP,68: 1TI,0.9555165
65: COL,68: 1TI,0.95795345
66: 1TH,68: 1TI,0.9528467
67: 2TH,68: 1TI,0.9485817
68: 1TI,68: 1TI,1
69: 2TI,68: 1TI,0.97458696
70: TIT,68: 1TI,0.9628922
71: PHM,68: 1TI,0.93803203
72: HEB,68: 1TI,0.7866865
73: JAS,68: 1TI,0.92792064
74: 1PE,68: 1TI,0.9608171
75: 2PE,68: 1TI,0.92574716
76: 1JN,68: 1TI,0.8763527
77: 2JN,68: 1TI,0.907455
78: 3JN,68: 1TI,0.9218567
79: JUD,68: 1TI,0.93213415
80: REV,68: 1TI,0.54470646
0: GEN,69: 2TI,0.58632326
1: EXO,69: 2TI,0.57523483
2: LEV,69: 2TI,0.61271554
3: NUM,69: 2TI,0.6317889
4: DEU,69: 2TI,0.6103795
5: JOS,69: 2TI,0.5654649
6: JDG,69: 2TI,0.60644144
7: RUT,69: 2TI,0.85928965
8: 1SA,69: 2TI,0.61581343
9: 2SA,69: 2TI,0.64650357
10: 1KI,69: 2TI,0.6502655
11: 2KI,69: 2TI,0.6040173
12: 1CH,69: 2TI,0.6377733
13: 2CH,69: 2TI,0.689704
14: EZR,69: 2TI,0.75221646
15: NEH,69: 2TI,0.6366905
16: EST,69: 2TI,0.73519045
17: JOB,69: 2TI,0.5957479
18: PSA,69: 2TI,0.68888104
19: PRO,69: 2TI,0.68625754
20: ECC,69: 2TI,0.7859506
21: SNG,69: 2TI,0.81513226
22: ISA,69: 2TI,0.58956546
23: JER,69: 2TI,0.6273452
24: LAM,69: 2TI,0.7585327
25: EZK,69: 2TI,0.56067675
26: DAN,69: 2TI,0.70396805
27: HOS,69: 2TI,0.69431436
28: JOL,69: 2TI,0.78988117
29: AMO,69: 2TI,0.76757705
30: OBA,69: 2TI,0.9266058
31: JON,69: 2TI,0.9180474
32: MIC,69: 2TI,0.8026712
33: NAM,69: 2TI,0.8687566
34: HAB,69: 2TI,0.8474092
35: ZEP,69: 2TI,0.82496583
36: HAG,69: 2TI,0.88226926
37: ZEC,69: 2TI,0.7328197
38: MAL,69: 2TI,0.88191694
54: MAT,69: 2TI,0.78076106
55: MRK,69: 2TI,0.76215845
56: LUK,69: 2TI,0.8629949
57: JHN,69: 2TI,0.76176924
58: ACT,69: 2TI,0.7447009
59: ROM,69: 2TI,0.8678604
60: 1CO,69: 2TI,0.82639396
61: 2CO,69: 2TI,0.8986724
62: GAL,69: 2TI,0.94724554
63: EPH,69: 2TI,0.9406491
64: PHP,69: 2TI,0.9723863
65: COL,69: 2TI,0.9638139
66: 1TH,69: 2TI,0.9819723
67: 2TH,69: 2TI,0.9801871
68: 1TI,69: 2TI,0.97458696
69: 2TI,69: 2TI,0.99999994
70: TIT,69: 2TI,0.9844845
71: PHM,69: 2TI,0.97995275
72: HEB,69: 2TI,0.8122381
73: JAS,69: 2TI,0.9413631
74: 1PE,69: 2TI,0.9745505
75: 2PE,69: 2TI,0.96554255
76: 1JN,69: 2TI,0.907316
77: 2JN,69: 2TI,0.9594522
78: 3JN,69: 2TI,0.96972096
79: JUD,69: 2TI,0.97379243
80: REV,69: 2TI,0.62631875
0: GEN,70: TIT,0.5918988
1: EXO,70: TIT,0.62878406
2: LEV,70: TIT,0.6656148
3: NUM,70: TIT,0.6905523
4: DEU,70: TIT,0.66119057
5: JOS,70: TIT,0.61710715
6: JDG,70: TIT,0.61319494
7: RUT,70: TIT,0.87956697
8: 1SA,70: TIT,0.65885645
9: 2SA,70: TIT,0.6826675
10: 1KI,70: TIT,0.68123466
11: 2KI,70: TIT,0.6498301
12: 1CH,70: TIT,0.668421
13: 2CH,70: TIT,0.72441876
14: EZR,70: TIT,0.79647493
15: NEH,70: TIT,0.680444
16: EST,70: TIT,0.7469783
17: JOB,70: TIT,0.5851428
18: PSA,70: TIT,0.6607778
19: PRO,70: TIT,0.6994886
20: ECC,70: TIT,0.7826832
21: SNG,70: TIT,0.8080547
22: ISA,70: TIT,0.63896227
23: JER,70: TIT,0.6866307
24: LAM,70: TIT,0.7814449
25: EZK,70: TIT,0.60974526
26: DAN,70: TIT,0.67973334
27: HOS,70: TIT,0.7470715
28: JOL,70: TIT,0.8431365
29: AMO,70: TIT,0.8387694
30: OBA,70: TIT,0.9529611
31: JON,70: TIT,0.92567617
32: MIC,70: TIT,0.8456818
33: NAM,70: TIT,0.89405143
34: HAB,70: TIT,0.8668612
35: ZEP,70: TIT,0.87359047
36: HAG,70: TIT,0.933461
37: ZEC,70: TIT,0.7925776
38: MAL,70: TIT,0.9282801
54: MAT,70: TIT,0.7493325
55: MRK,70: TIT,0.7466506
56: LUK,70: TIT,0.8300997
57: JHN,70: TIT,0.7222719
58: ACT,70: TIT,0.7370802
59: ROM,70: TIT,0.85545045
60: 1CO,70: TIT,0.814538
61: 2CO,70: TIT,0.88218844
62: GAL,70: TIT,0.92905855
63: EPH,70: TIT,0.9140235
64: PHP,70: TIT,0.94818634
65: COL,70: TIT,0.94780403
66: 1TH,70: TIT,0.97697
67: 2TH,70: TIT,0.9820188
68: 1TI,70: TIT,0.9628922
69: 2TI,70: TIT,0.9844845
70: TIT,70: TIT,1.0000004
71: PHM,70: TIT,0.9813805
72: HEB,70: TIT,0.82839173
73: JAS,70: TIT,0.949285
74: 1PE,70: TIT,0.9633122
75: 2PE,70: TIT,0.97424924
76: 1JN,70: TIT,0.87978435
77: 2JN,70: TIT,0.973187
78: 3JN,70: TIT,0.9810099
79: JUD,70: TIT,0.987543
80: REV,70: TIT,0.6170357
0: GEN,71: PHM,0.6582609
1: EXO,71: PHM,0.6437015
2: LEV,71: PHM,0.65977913
3: NUM,71: PHM,0.67970264
4: DEU,71: PHM,0.6807884
5: JOS,71: PHM,0.6498175
6: JDG,71: PHM,0.6601775
7: RUT,71: PHM,0.9027417
8: 1SA,71: PHM,0.64421755
9: 2SA,71: PHM,0.67634535
10: 1KI,71: PHM,0.6901716
11: 2KI,71: PHM,0.66979015
12: 1CH,71: PHM,0.66642255
13: 2CH,71: PHM,0.7223349
14: EZR,71: PHM,0.7708898
15: NEH,71: PHM,0.65985173
16: EST,71: PHM,0.73349154
17: JOB,71: PHM,0.6652589
18: PSA,71: PHM,0.68969244
19: PRO,71: PHM,0.65202814
20: ECC,71: PHM,0.79313827
21: SNG,71: PHM,0.8478884
22: ISA,71: PHM,0.6351388
23: JER,71: PHM,0.6882258
24: LAM,71: PHM,0.80735874
25: EZK,71: PHM,0.6593259
26: DAN,71: PHM,0.6855158
27: HOS,71: PHM,0.7400295
28: JOL,71: PHM,0.83694714
29: AMO,71: PHM,0.82573915
30: OBA,71: PHM,0.96533203
31: JON,71: PHM,0.9582162
32: MIC,71: PHM,0.84367114
33: NAM,71: PHM,0.9063694
34: HAB,71: PHM,0.8808794
35: ZEP,71: PHM,0.87335473
36: HAG,71: PHM,0.9307786
37: ZEC,71: PHM,0.7999482
38: MAL,71: PHM,0.929714
54: MAT,71: PHM,0.8003748
55: MRK,71: PHM,0.7951363
56: LUK,71: PHM,0.86976516
57: JHN,71: PHM,0.7724187
58: ACT,71: PHM,0.730522
59: ROM,71: PHM,0.84953755
60: 1CO,71: PHM,0.8134167
61: 2CO,71: PHM,0.8857768
62: GAL,71: PHM,0.9440524
63: EPH,71: PHM,0.9066025
64: PHP,71: PHM,0.96098745
65: COL,71: PHM,0.9463975
66: 1TH,71: PHM,0.98434675
67: 2TH,71: PHM,0.99155456
68: 1TI,71: PHM,0.93803203
69: 2TI,71: PHM,0.97995275
70: TIT,71: PHM,0.9813805
71: PHM,71: PHM,0.9999997
72: HEB,71: PHM,0.8253871
73: JAS,71: PHM,0.950796
74: 1PE,71: PHM,0.96196204
75: 2PE,71: PHM,0.9766388
76: 1JN,71: PHM,0.91364455
77: 2JN,71: PHM,0.9873019
78: 3JN,71: PHM,0.9908842
79: JUD,71: PHM,0.98962444
80: REV,71: PHM,0.631667
0: GEN,72: HEB,0.48868623
1: EXO,72: HEB,0.48427364
2: LEV,72: HEB,0.7191989
3: NUM,72: HEB,0.62351453
4: DEU,72: HEB,0.5521239
5: JOS,72: HEB,0.49531046
6: JDG,72: HEB,0.47028998
7: RUT,72: HEB,0.7049292
8: 1SA,72: HEB,0.57721084
9: 2SA,72: HEB,0.4649215
10: 1KI,72: HEB,0.51296556
11: 2KI,72: HEB,0.59576404
12: 1CH,72: HEB,0.54106945
13: 2CH,72: HEB,0.56328964
14: EZR,72: HEB,0.70674765
15: NEH,72: HEB,0.5981211
16: EST,72: HEB,0.63648325
17: JOB,72: HEB,0.5223723
18: PSA,72: HEB,0.5453711
19: PRO,72: HEB,0.4522003
20: ECC,72: HEB,0.65519416
21: SNG,72: HEB,0.60275364
22: ISA,72: HEB,0.48482826
23: JER,72: HEB,0.5268025
24: LAM,72: HEB,0.66477287
25: EZK,72: HEB,0.4806878
26: DAN,72: HEB,0.5982171
27: HOS,72: HEB,0.58013135
28: JOL,72: HEB,0.66260636
29: AMO,72: HEB,0.64750445
30: OBA,72: HEB,0.76244444
31: JON,72: HEB,0.79758346
32: MIC,72: HEB,0.6522072
33: NAM,72: HEB,0.691791
34: HAB,72: HEB,0.682179
35: ZEP,72: HEB,0.6872476
36: HAG,72: HEB,0.7824801
37: ZEC,72: HEB,0.599586
38: MAL,72: HEB,0.77543753
54: MAT,72: HEB,0.6505117
55: MRK,72: HEB,0.70898575
56: LUK,72: HEB,0.7535701
57: JHN,72: HEB,0.7191428
58: ACT,72: HEB,0.6737563
59: ROM,72: HEB,0.7439061
60: 1CO,72: HEB,0.657876
61: 2CO,72: HEB,0.7939629
62: GAL,72: HEB,0.8466419
63: EPH,72: HEB,0.7866764
64: PHP,72: HEB,0.81418383
65: COL,72: HEB,0.8057392
66: 1TH,72: HEB,0.80916667
67: 2TH,72: HEB,0.8311758
68: 1TI,72: HEB,0.7866865
